SD_NM,SGG_CD,SGG_NM,beta,beta_L,beta_U,2012_1,2012_2,2012_3,2012_4,2012_5,2012_6,2012_7,2012_8,2012_9,2012_10,2012_11,2012_12,2013_1,2013_2,2013_3,2013_4,2013_5,2013_6,2013_7,2013_8,2013_9,2013_10,2013_11,2013_12,2014_1,2014_2,2014_3,2014_4,2014_5,2014_6,2014_7,2014_8,2014_9,2014_10,2014_11,2014_12,2015_1,2015_2,2015_3,2015_4,2015_5,2015_6,2015_7,2015_8,2015_9,2015_10,2015_11,2015_12,1mth_avg,2mth_avg,3mth_avg,4mth_avg,5mth_avg,6mth_avg,7mth_avg,8mth_avg,9mth_avg,10mth_avg,11mth_avg,12mth_avg
인천광역시,,중구,0.00015,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인천광역시,,동구,0.00011,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인천광역시,,남구,-0.00004,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인천광역시,,연수구,0.00424,0.00,0.01,2,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,
인천광역시,,남동구,0.00436,0.00,0.01,5,4,3,3,3,2,1,1,1,2,3,4,6,4,3,3,6,5,3,3,3,3,5,7,3,3,2,3,2,2,2,1,1,2,2,2,3,5,1,2,2,2,1,2,1,3,2,2,4,4,2,2,3,2,1,1,1,2,3,
인천광역시,,부평구,0.00228,0.00,0.00,3,2,2,2,2,1,1,0,1,1,2,3,4,2,2,2,4,3,2,2,2,2,3,5,2,2,2,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,
인천광역시,,계양구,0.00369,0.00,0.01,2,1,1,1,1,1,0,0,0,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,
인천광역시,,서구,0.0049,0.00,0.01,4,3,3,3,3,2,1,1,1,1,3,3,5,3,3,3,6,5,3,3,3,3,4,6,3,2,2,2,2,1,1,1,1,1,2,1,3,4,2,2,2,2,1,2,1,2,2,2,3,3,2,2,3,2,1,1,1,1,2,
인천광역시,,강화군,0.00037,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인천광역시,,옹진군,-0.00311,-0.01,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
광주광역시,,동구,0.00228,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
광주광역시,,서구,0.00415,0.00,0.01,2,2,2,2,2,1,0,0,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,0,1,1,1,1,1,1,2,0,1,1,1,0,1,1,2,0,0,1,2,1,1,1,1,0,0,1,1,0,
광주광역시,,남구,0.00264,0.00,0.00,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
광주광역시,,북구,0.00253,0.00,0.00,3,2,2,2,3,1,1,1,2,2,2,2,3,2,3,2,3,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1,1,2,0,0,2,2,1,1,2,1,1,1,1,1,1,
광주광역시,,광산구,0.00508,0.00,0.01,4,3,3,3,4,2,1,1,2,2,3,3,5,3,4,3,4,3,2,1,2,2,2,3,3,3,2,2,3,2,1,1,2,2,2,1,2,3,0,1,2,2,1,1,1,3,1,1,3,3,2,2,3,2,1,1,1,2,2,
대전광역시,,동구,0.0016,0.00,0.00,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
대전광역시,,중구,0.00012,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
대전광역시,,서구,0.00208,0.00,0.00,2,2,2,2,2,1,1,0,1,1,2,2,3,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,0,1,1,1,1,2,2,0,1,1,1,1,1,1,2,0,0,2,2,1,1,1,1,1,0,1,1,1,
대전광역시,,유성구,0.00379,0.00,0.01,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,2,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,
대전광역시,,대덕구,0.00244,0.00,0.00,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
